,description,location,retweetcount,text,date,hashtags
462,"Lead Product Manager for Developer Technology at @Blizzard_Ent. Views expressed are mine, not Blizzard. Developing my own OS. #ABetterABK He/Him 🖖",,489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:55:18+00:00,[]
463,,,0,@elonmusk @pmarca Not me being started on Wellbutrin after dealing with depression for 2 years 👀💀,2022-04-30 16:55:20+00:00,[]
464,Seattle Sounders and Liverpool. Seahawks. Huskies. Politics. These are my thoughts.  #ReformedLawyer #AntiFa #YNWA #BLM #StreamOfConsciousness #Nonsense,"Olympia, WA, USA",0,"How long before we realize billionaires are a bad idea? We did that after the Great Depression more or less, but the propaganda is much stronger now.",2022-04-30 16:55:26+00:00,[]
465,"Streamer/Filmmaker

                                         Let's talk about anime","New York, NY",6,"The Trailer for my Short film ""Closure"" is  out now! ""After a big break up from a codependent relationship, Hayley goes through depression feeling like she's going to die alone. After being invited to a party she has to decide if she can live the rest of her life without closure"" https://t.co/tpHlwAKBck",2022-04-30 16:55:29+00:00,[]
466,,"Inglewood, CA",389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:55:34+00:00,[]
467,Dreams don’t work unless you do. 🦕⃤ 🧠⃤ 🦕⃤👁️⃤,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:55:34+00:00,[]
468,"Young woman still trying to get her path
A mother ❤️ job hunting to secure her daughter's future 💞💞Nb. you follow I will follow back 😁",,26,"I hate the depression that comes after having a good time.. be it groove or any type of outing..
like ufike endlini all of a sudden you're down",2022-04-30 16:55:35+00:00,[]
469,The only way to stay sane is to go a little crazy🌈 $Honeybunxh,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:55:37+00:00,[]
470,"Reasonably intelligent, totally honest and sincere. World class procrastinator, life long underachiever. Vietnam ERA veteran. Dog lover. INFP
#ResistanceUnited","Merced, CA",0,"@BiteSnook @MikePerryavatar Prozac also made me suicidal and it terrified me. I tried several other antidepressants without success. I have been taking a depression formula of supplements that helped me, but it wasn't just them. I had to become more active and not just sit around and stew.",2022-04-30 16:55:37+00:00,[]
471,ไม่ใช่แอคอวยพีพี เป็นแอนตี้no.1,,4,depression https://t.co/RgRIy3y3fw,2022-04-30 16:55:38+00:00,[]
472,Love history 🥾+ hiking. #Resist #FBR #BLM #GunControl 🇺🇸💙🇺🇦#IStandWithUkraine 🦋backup account for @Real_Chatty_Cat 🐈‍⬛🎶⚔️🌻,"San Gabrielino Mountains, CA",0,"@WickedEyes22 @LouGarza86 @Chislon1234 @ivyjofreeman @Canada1Proud @GabbieRose26 @HeiermanRobert @losttimberwolf @ShyBernie @William15199186 @ReySkywalkerTwo @LiberalWarrior_ @LGBTQIA_Friends @DJ_Bman_ @depression_yrna Have a great 😊 weekend Wicked @WickedEyes22 muah 💋 

You rock 🪨!!! 😉🤗📣🌊💙 https://t.co/lZulgkOvPn",2022-04-30 16:55:38+00:00,[]
473,"VACCINES SAVE LIVES, don't be stupid.  Opinonated. Follower of Love. Livin' it up, for the time is short.",,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:55:40+00:00,[]
474,,,3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:55:40+00:00,[]
475,"90' liner 
pronouns: she/hers 💜


🚨This acct DOES NOT consent to being used for research purposes 🚨","Michigan, USA",0,@TheFemBossB @elonmusk @pmarca Both ketamine and microdosing of psychedelics are currently being studied for depression. Theres just not enough evidence for widespread use yet. Some info from john hopkins: https://t.co/4ij0TudH6W,2022-04-30 16:55:45+00:00,[]
476,@rockies fanatic 🫶🏽,"Colorado, USA",0,he admits to having depression and you use that against him ???this is why men especially have a hard time talking about their mental health. https://t.co/zpjvjQFqs5,2022-04-30 16:55:46+00:00,[]
477,,,12,"The leading cause of depression is reality.

MUNAWAR FOR THE WIN",2022-04-30 16:55:47+00:00,[]
478,"But please, never stop believing that fighting for what's right is worth it.

Despair is not a strategy.",NJ,349,"*sees Wellbutrin, a drug that has helped friends of mine both with Depression and ADHD live better lives, trending*

Oh, this can't be good.

*Click*

... well, it's not the first reason Elon can go fuck himself, but it's on the list.",2022-04-30 16:55:47+00:00,[]
479,design @relivecc • prev. @webflow & @productboard • mindfulness • design systems • Swift • React • investor • MTB • running • sci-fi • 😻 @vertigobirdie,Not San Francisco,0,I’ve been on Lexapro to treat depression (which turned out to be testosterone deficiency) and those were the worst 3m of my life. Glad I quit early on. https://t.co/21AZOU9f4X,2022-04-30 16:55:47+00:00,[]
480,"Big advocate of  herbal medicine and nutritional healing. violinist, artist, gourmet cook","Nv, Az, Ca",0,"@AssusReamus I don't think you can stave off depression, but sleep works for me. I'll usually sleep till that moment when I wake up and say this is pathetic. Get the f*** out of bed and pretend you're alive",2022-04-30 16:55:48+00:00,[]
481,,,433,"We must speak out against why there have been no #army recruitments in last 3 years. 
An aspirant Pavan of Bhivani, Haryana committed suicide. Many youth are in shock and depression over this issue.
@narendramodi, kindly look into it. https://t.co/qIUjormNFb",2022-04-30 16:55:49+00:00,['army']
482,"The world will not be destroyed by those who do evil, but by those who watch them without doing anything.
 -Einstein
#TurnTexasBlue #StandWithUkraine  🌻","Arlington, TX",12,"SSRIs, including Wellbutrin, are the reason I made it through my teen years. To this day, they let me function without OCD or depression hijacking my brain. 

Please don’t listen to Elon Musk’s bullshit. Take care of yourself.

OK, back to covering Musk’s rampant labor abuses.",2022-04-30 16:55:52+00:00,[]
483,"Honesty, integrity, NFT creator, online shoe vendor.",Nigeria,0,@MojoNFT1 @ArtAu111 Depression https://t.co/ZT5hmOJntO,2022-04-30 16:55:57+00:00,[]
484,Voted Leave in 1975 and 2016. We fought a battle and won independence for our country. Love our United Kingdom. GC. No DMs,,4,"Increasing levels of depression, family break up, homeless young men. Who said cannabis is harmless. https://t.co/F3gvJLE2st",2022-04-30 16:55:57+00:00,[]
485,,,28,"#यूक्रेनसेलोटेंहिंदुस्तानकेमेडिकलछात्रोकाभविष्यमोदीजीकेहाथोंमें 
People think those who went to Ukr are from High income families but its just opposite situation.Many parents sell their properties to bear education cost of their children they're going through stage of depression https://t.co/U0Xr5j0YWt",2022-04-30 16:55:59+00:00,['यूक्रेनसेलोटेंहिंदुस्तानकेमेडिकलछात्रोकाभविष्यमोदीजीकेहाथोंमें']
486,🐈 🌭🏳️‍🌈,tpa,0,@fakewillarnett Yea my depression drained the life out of me when I was at my worst and then I got prescribed and within a week I could feel the veil of apathy and dejectedness starting to melt away. Within a month I was getting into a lot of healthy routines that would’ve been impossible,2022-04-30 16:55:59+00:00,[]
487,"Politically unaffiliated, beholden to none but Jesus.",,0,@JulesDiner Depression and its solutions are such a complicated subject. I hate these legalistic tweets by people who have never experienced what some of us have survived....or sadly not survived.,2022-04-30 16:56:00+00:00,[]
488,,"Riverside, CA",3544,"Acid &amp; shrooms recently brought me out of the worst depression of my life. I feel like my brain switched channels and I’m curious again, I’m reading again, I’m leaving my house everyday. The world feels beautiful again finally &amp; I fucking missed it",2022-04-30 16:56:02+00:00,[]
489,Stan is a published author whose mental health advice has been featured on TV and on the radio.  Read Stan's free advice at his blog at https://t.co/Doha7t6mv2,"Pennsylvania, USA",0,"Get anxiety advice at https://t.co/lXxnMfLxMt

#addict
#addiction
#AddictionRecovery
 #Anxiety
#anxious
#AskForHelp
#bipolar
#bipolardisorder 
#bpd 
#breakthestigma 
#counselling  
#Depression
#endstigma 
#endthestigma
#faithoverfear
#familytherapy 
#happiness https://t.co/W4Hp7y3gWv",2022-04-30 16:56:02+00:00,"['addict', 'addiction', 'AddictionRecovery', 'Anxiety', 'anxious', 'AskForHelp', 'bipolar', 'bipolardisorder', 'bpd', 'breakthestigma', 'counselling', 'Depression', 'endstigma', 'endthestigma', 'faithoverfear', 'familytherapy', 'happiness']"
490,รักทุกคนยกเว้นสลิ่ม💗🖤,,4,depression https://t.co/RgRIy3y3fw,2022-04-30 16:56:04+00:00,[]
491,"A natural science enthusiast, a happy guy",following ≠ endorsement ,0,@DavidIshee7 This makes me sad. The only reason I don't follow her on Twitter is that I would probably develop depression.,2022-04-30 16:56:05+00:00,[]
492,indie author • #StoryCrafter host • he/him,,12,"SSRIs, including Wellbutrin, are the reason I made it through my teen years. To this day, they let me function without OCD or depression hijacking my brain. 

Please don’t listen to Elon Musk’s bullshit. Take care of yourself.

OK, back to covering Musk’s rampant labor abuses.",2022-04-30 16:56:14+00:00,[]
493,"Dana Lexa. She/Her. Trans. Sapphic. Autistic. 33.💕my gf, free of this hellsite.
Magical Girl in training and Evil Gay Aunt.
Listen to me on @SuperIdolsRPG","Austin, TX",2,"Wellbutrin is a phenomenal drug that can truly work miracles. It’s especially helpful when you have depression co-morbid w/ ADHD &amp; anxiety b/c it helps the ADHD w/o upping the anxiety as much as stimulants do. It’s just generics that have a history, that’s all.",2022-04-30 16:56:19+00:00,[]
494,❤️💜💙 LG(B)TQ+ Fren | They/Them | Jewish ✡️  | MMO Stan 🪄 | Snek fren 🐍💚, ✨,489,"@elonmusk @pmarca Hey Elon, I'm a suicidologist, psychiatrist, and and psychopharmacologist. I have expertise in every aspect of this tweet. You are absolutely off base here and your uninformed opinions here are against the evidence.

Demonstrate the ability to learn.

https://t.co/QnRIcjEUgk",2022-04-30 16:56:19+00:00,[]
495,,eighteen | she/her,0,there's no age limit for depression ❤ https://t.co/57LS60HVe4,2022-04-30 16:56:20+00:00,[]
496,"Zero tolerance of Scottish Nationalist abuse, or liking said abuse. Life is too short to waste time on you. All Scottish discussion aren't about Independence.",,4,"Increasing levels of depression, family break up, homeless young men. Who said cannabis is harmless. https://t.co/F3gvJLE2st",2022-04-30 16:56:20+00:00,[]
497,,"Olongapo City, Central Luzon",0,Dealing with depression and anxiety was never been easy.,2022-04-30 16:56:26+00:00,[]
498,#longlivebussem #longlivehalf 👼🏽 my son is my everything 🤞🏼,"Pittsburgh, PA",389,tbh...I think our generation is too goal focused at times and that's why there's so much depression and anxiety (along with self worth issues) because we set these high goals in unbelievably short timeframes and when we even seem to be a inch off track we chastise ourselves,2022-04-30 16:56:27+00:00,[]
499,"A change agent with deep experience, offering practical wisdom to help you take the lead, team up, act with courage and find balance along the way.",,0,"SIXTY-NINTH STREET SUICIDE - A must read! - A dissection of a woman's thoughts on depression and anxiety ➡ https://t.co/CUmGsz88Qi https://t.co/EaksRbwzjy (Posted by Calumet Editions)
&amp;)",2022-04-30 16:56:29+00:00,[]
